2024-07-20 00:07:49 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 90%, Battery external: 99%, charger: N/A
2024-07-20 06:27:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 88%, Battery external: 99%, charger: N/A
2024-07-20 06:37:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 88%, Battery external: 99%, charger: N/A
2024-07-20 06:47:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 06:57:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 07:07:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 07:17:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 07:27:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 07:37:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 07:47:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 07:57:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 08:07:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 08:17:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 08:27:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 08:37:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 08:47:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 08:57:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 09:07:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 09:17:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 09:27:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 09:37:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 09:47:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 87%, Battery external: 99%, charger: N/A
2024-07-20 09:57:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 10:07:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 10:17:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 10:27:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 10:37:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 10:47:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 10:57:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 11:07:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 11:17:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 11:27:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 11:37:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 11:47:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 11:57:51 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 12:07:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 12:17:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 12:27:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 12:37:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 12:47:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 86%, Battery external: 99%, charger: N/A
2024-07-20 12:57:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 85%, Battery external: 99%, charger: N/A
2024-07-20 13:07:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 85%, Battery external: 99%, charger: N/A
2024-07-20 13:17:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 85%, Battery external: 97%, charger: N/A
2024-07-20 13:27:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 85%, Battery external: 95%, charger: N/A
2024-07-20 13:37:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 85%, Battery external: 94%, charger: N/A
2024-07-20 13:47:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 85%, Battery external: 93%, charger: N/A
2024-07-20 13:57:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 85%, Battery external: 91%, charger: N/A
2024-07-20 14:07:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 85%, Battery external: 90%, charger: N/A
2024-07-20 14:17:52 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 85%, Battery external: 88%, charger: N/A
