2024-07-02 00:06:33 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 53%, Battery external: 99%, charger: N/A
2024-07-02 12:26:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 49%, Battery external: 99%, charger: N/A
2024-07-02 12:36:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 49%, Battery external: 99%, charger: N/A
2024-07-02 12:46:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 12:56:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 13:06:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 13:16:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 13:26:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 13:36:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 13:46:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 13:56:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 14:06:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 14:16:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 14:26:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 14:36:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 14:46:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 14:56:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 15:06:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 48%, Battery external: 99%, charger: N/A
2024-07-02 15:16:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 15:26:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 15:36:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 15:46:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 15:56:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 16:06:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 16:16:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 16:26:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 16:36:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 16:46:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 16:56:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 17:06:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 17:16:36 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 17:26:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 17:36:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 17:46:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 17:56:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 47%, Battery external: 99%, charger: N/A
2024-07-02 18:06:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 18:16:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 18:26:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 18:36:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 18:46:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 18:56:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 19:06:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 19:16:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 19:26:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 19:36:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 19:46:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 19:56:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 20:06:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 20:16:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 20:26:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 20:36:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 20:46:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 46%, Battery external: 99%, charger: N/A
2024-07-02 20:56:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 21:06:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 21:16:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 21:26:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 21:36:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 21:46:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 21:56:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 22:06:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 22:16:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 22:26:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 22:36:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 22:46:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 22:56:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 23:06:37 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 23:16:38 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 23:26:38 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 23:36:38 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 45%, Battery external: 99%, charger: N/A
2024-07-02 23:46:38 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 44%, Battery external: 99%, charger: N/A
2024-07-02 23:56:38 Behaviour internal: inhibit-charge, Behaviour external: inhibit-charge, Battery internal: 44%, Battery external: 99%, charger: N/A
